销售经理/主管,10000,壁虎找房,今天
会计主管,12000,曲江新鸥鹏,今天
工程部主管（北海惠...,10000,惠科智能,今天
副总经理,10000,良元实业集团,今天
业务副总经理,10000,北海润维,今天
区域销售主管,15000,新宇瑞霖,今天
项目主管,12000,惠科精密铸造,今天
副总工,10000,海湾建设,今天
销售主管,12000,愉达复教育,今天
