团队主管,12000,盈钱宝投资公司,今天
销售经理/主管,10000,壁虎找房,今天
金融综合储备主管,10000,中国人寿保险,今天
会计主管,12000,曲江新鸥鹏,今天
行政副总,10000,鲜美来,今天
工程部主管（北海惠...,10000,惠科智能,今天
副总经理,10000,良元实业集团,今天
业务副总经理,10000,北海润维,今天
副总工,10000,海湾建设,今天
